id,name,manufacturer,pack,weight,height,width,length,cost
7664,Tiny High Quality Black Tablets by WizBang,WizBang,860,6880,2.5,1.5,2,553.38
7665,Pink Small Ink Pens,6% Solution,290,2320,2.5,1.5,2,169.02
7666,Generic Tiny Green Post It Notes,6% Solution,95,152,0.5,0.3,0.4,5.69
7667,Duck Lake Green Large High Quality Tablets,Duck Lake,390,4992,4,2.4,3.2,312.14
7668,Blue Tiny Generic Thumbtacks,Offices-R-Us,900,2880,1,0.6,0.8,78.82
7669,Pink High Quality Tablets by WizBang,WizBang,780,8736,3.5,2.1,2.8,621.25
7670,Pink Tiny Pencils,Offices-R-Us,240,1152,1.5,0.9,1.2,97.71
7671,Generic Black Small Pencils by Deep Office Supplies,Deep Office Supplies,740,4736,2,1.2,1.6,175.99
7672,Small Red Generic Tablets,6% Solution,160,1536,3,1.8,2.4,124.83
7673,Red Large Generic Stapler by WizBang,WizBang,1,16,5,3,4,11.27
7674,Large High Quality Red Pencils by WizBang,WizBang,930,8928,3,1.8,2.4,176.85
7675,Duck Lake High Quality Medium White Tablets,Duck Lake,160,1792,3.5,2.1,2.8,179.98
7676,Brown Generic Tiny Pencils by WizBang,WizBang,550,2640,1.5,0.9,1.2,101.65
7677,Duck Lake White Small Ink Pens,Duck Lake,630,5040,2.5,1.5,2,279
7678,Red Generic Tiny Ink Pens,6% Solution,910,5824,2,1.2,1.6,158.32
7679,Small Generic Black Ink Pens,6% Solution,830,6640,2.5,1.5,2,284.63
7680,High Quality Small White Tablets by WizBang,WizBang,690,6624,3,1.8,2.4,521.94
7681,Black Tiny Pencils,6% Solution,540,2592,1.5,0.9,1.2,140.35
7682,Generic Red Tiny Thumbtacks,Offices-R-Us,540,1728,1,0.6,0.8,14.8
7683,Generic Medium Black Paperweights by Deep Office Supplies,Deep Office Supplies,8,102.4,4,2.4,3.2,29.36
7684,Brown Medium Generic Tablets by Deep Office Supplies,Deep Office Supplies,540,6048,3.5,2.1,2.8,397.33
7685,Pink Generic Medium Thumbtacks,6% Solution,620,3968,2,1.2,1.6,193.44
7686,Red Generic Medium Stapler,Offices-R-Us,6,86.4,4.5,2.7,3.6,54.99
7687,Generic Green Large Ink Pens by Deep Office Supplies,Deep Office Supplies,760,8512,3.5,2.1,2.8,242.05
7688,Generic Green Thumbtacks,Offices-R-Us,900,7200,2.5,1.5,2,136.38
7689,Small Generic Red Post It Notes by WizBang,WizBang,3,4.8,0.5,0.3,0.4,0.29
7690,High Quality White Pencils,Offices-R-Us,500,4800,3,1.8,2.4,208.36
7691,Medium Generic Thumbtacks by Deep Office Supplies,Deep Office Supplies,590,3776,2,1.2,1.6,186.64
7692,Duck Lake Pink Generic Medium Ink Pens,Duck Lake,220,2112,3,1.8,2.4,136.4
7693,High Quality Small White Thumbtacks by Deep Office Supplies,Deep Office Supplies,360,1728,1.5,0.9,1.2,114.61
7694,High Quality Blue Small Post It Notes by Deep Office Supplies,Deep Office Supplies,72,115.2,0.5,0.3,0.4,16.9
7695,Duck Lake High Quality Brown Medium Ink Pens,Duck Lake,170,1632,3,1.8,2.4,94.76
7696,Duck Lake Tiny Blue Generic Post It Notes,Duck Lake,39,62.4,0.5,0.3,0.4,5.19
7697,High Quality Black Tiny Tablets by WizBang,WizBang,870,6960,2.5,1.5,2,557.82
7698,Small Blue Ink Pens by WizBang,WizBang,790,6320,2.5,1.5,2,222.42
7699,Duck Lake Black Tiny Pencils,Duck Lake,540,2592,1.5,0.9,1.2,140.35
7700,Small White Stapler,Offices-R-Us,6,76.8,4,2.4,3.2,57.46
7701,Generic Red Tiny Stapler,6% Solution,10,112,3.5,2.1,2.8,84.41
7702,Tiny High Quality Black Stapler by WizBang,WizBang,8,89.6,3.5,2.1,2.8,72.66
7703,White High Quality Small Ink Pens,6% Solution,230,1840,2.5,1.5,2,130.73
7704,Duck Lake Generic Medium Thumbtacks,Duck Lake,870,5568,2,1.2,1.6,105.12
7705,Duck Lake Small High Quality Post It Notes,Duck Lake,60,96,0.5,0.3,0.4,28.7
7706,Small Brown Pencils,Offices-R-Us,670,4288,2,1.2,1.6,140.61
7707,Duck Lake Black Tiny High Quality Ink Pens,Duck Lake,720,4608,2,1.2,1.6,257.62
7708,High Quality Pink Small Paperclips by Deep Office Supplies,Deep Office Supplies,480,1536,1,0.6,0.8,151.92
7709,High Quality Small Ink Pens,6% Solution,490,3920,2.5,1.5,2,176.4
7710,Small High Quality Pink Thumbtacks by Deep Office Supplies,Deep Office Supplies,450,2160,1.5,0.9,1.2,153
7711,Large Blue Paperweights,Offices-R-Us,8,115.2,4.5,2.7,3.6,29.36
7712,Duck Lake Medium High Quality Pink Ink Pens,Duck Lake,840,8064,3,1.8,2.4,396.77
7713,Medium High Quality Paperweights by WizBang,WizBang,5,64,4,2.4,3.2,18.18
7714,Small Pink Generic Paperclips,Offices-R-Us,670,2144,1,0.6,0.8,170.17
7715,Red Generic Large Tablets by Deep Office Supplies,Deep Office Supplies,760,9728,4,2.4,3.2,456.5
7716,Pink Tiny Generic Stapler,6% Solution,2,22.4,3.5,2.1,2.8,21.53
7717,Red Medium High Quality Paperclips by WizBang,WizBang,160,768,1.5,0.9,1.2,25.78
7718,Duck Lake Generic Tiny Blue Paperweights,Duck Lake,9,86.4,3,1.8,2.4,29.74
7719,Pink Small Generic Paperweights,Offices-R-Us,2,22.4,3.5,2.1,2.8,8.81
7720,Small Generic Ink Pens,6% Solution,670,5360,2.5,1.5,2,151.17
7721,Red Large Stapler by Deep Office Supplies,Deep Office Supplies,1,16,5,3,4,11.27
7722,High Quality Large Pink Stapler,Offices-R-Us,4,64,5,3,4,41.23
7723,Medium Blue High Quality Tablets,Offices-R-Us,1000,11200,3.5,2.1,2.8,613.54
7724,Small Generic Tablets by WizBang,WizBang,650,6240,3,1.8,2.4,385.66
7725,Generic White Tiny Pencils by WizBang,WizBang,630,3024,1.5,0.9,1.2,156.94
7726,Duck Lake High Quality Brown Paperweights,Duck Lake,3,43.2,4.5,2.7,3.6,12.64
7727,Pink Generic Thumbtacks,Offices-R-Us,990,3168,1,0.6,0.8,206.97
7728,Medium Red Thumbtacks,Offices-R-Us,560,3584,2,1.2,1.6,76.89
7729,Red Large Post It Notes,6% Solution,95,456,1.5,0.9,1.2,21.21
7730,Generic Large Green Paperweights by WizBang,WizBang,2,28.8,4.5,2.7,3.6,8.25
7731,Tiny White High Quality Ink Pens by Deep Office Supplies,Deep Office Supplies,880,5632,2,1.2,1.6,324.73
7732,White Generic Tablets by Deep Office Supplies,Deep Office Supplies,830,10624,4,2.4,3.2,621.56
7733,Generic Small Pink Post It Notes,Offices-R-Us,46,73.6,0.5,0.3,0.4,20.16
7734,Generic Red Small Post It Notes by WizBang,WizBang,74,118.4,0.5,0.3,0.4,4.64
7735,White Generic Small Ink Pens by Deep Office Supplies,Deep Office Supplies,640,5120,2.5,1.5,2,259.53
7736,Large High Quality Red Stapler,6% Solution,2,32,5,3,4,21.16
7737,Duck Lake Tiny Generic Black Paperclips,Duck Lake,220,352,0.5,0.3,0.4,43.29
7738,Large Green Generic Thumbtacks,Offices-R-Us,230,1840,2.5,1.5,2,49.72
7739,High Quality Medium Black Stapler by WizBang,WizBang,9,129.6,4.5,2.7,3.6,81.93
7740,High Quality Medium White Tablets by WizBang,WizBang,620,6944,3.5,2.1,2.8,505.61
7741,Generic Pink Tiny Thumbtacks by WizBang,WizBang,430,1376,1,0.6,0.8,114.06
7742,Tiny White Generic Paperclips,Offices-R-Us,770,1232,0.5,0.3,0.4,136.13
7743,High Quality Large White Stapler,Offices-R-Us,7,112,5,3,4,66.9
7744,Duck Lake High Quality Tiny Pink Pencils,Duck Lake,950,4560,1.5,0.9,1.2,269.03
7745,Red High Quality Paperweights by WizBang,WizBang,5,64,4,2.4,3.2,18.18
7746,Green Medium High Quality Tablets,6% Solution,280,3136,3.5,2.1,2.8,230.29
7747,High Quality Pink Small Paperclips by WizBang,WizBang,470,1504,1,0.6,0.8,149.57
7748,Duck Lake White Generic Large Pencils,Duck Lake,390,3744,3,1.8,2.4,157.45
7749,Large Blue High Quality Pencils,6% Solution,710,6816,3,1.8,2.4,195.3
7750,Generic Black Tiny Paperweights by Deep Office Supplies,Deep Office Supplies,2,19.2,3,1.8,2.4,8.25
7751,Red Tiny Paperweights by Deep Office Supplies,Deep Office Supplies,7,67.2,3,1.8,2.4,22.74
7752,Duck Lake Pink Small Stapler,Duck Lake,1,12.8,4,2.4,3.2,11.77
7753,White Tiny High Quality Pencils,6% Solution,1000,4800,1.5,0.9,1.2,247.64
7754,High Quality Blue Tiny Post It Notes by WizBang,WizBang,18,28.8,0.5,0.3,0.4,3.97
7755,High Quality Large Black Paperweights by WizBang,WizBang,9,129.6,4.5,2.7,3.6,33.95
7756,Duck Lake Generic Red Paperclips,Duck Lake,380,608,0.5,0.3,0.4,4.19
7757,High Quality Pink Tiny Paperweights,Offices-R-Us,10,96,3,1.8,2.4,36.44
7758,Generic Small Pink Thumbtacks by WizBang,WizBang,830,3984,1.5,0.9,1.2,210.59
7759,Brown Medium High Quality Tablets by Deep Office Supplies,Deep Office Supplies,120,1344,3.5,2.1,2.8,130.36
7760,Large Generic Blue Pencils by WizBang,WizBang,440,4224,3,1.8,2.4,120.67
7761,Duck Lake Medium High Quality Paperweights,Duck Lake,2,25.6,4,2.4,3.2,8.07
7762,Large White High Quality Post It Notes by Deep Office Supplies,Deep Office Supplies,38,182.4,1.5,0.9,1.2,22
7763,High Quality Tiny Pink Post It Notes,6% Solution,12,19.2,0.5,0.3,0.4,6.4
7764,Duck Lake Green Large Paperclips,Duck Lake,450,2880,2,1.2,1.6,92.3
7765,High Quality Tiny Brown Thumbtacks,Offices-R-Us,540,1728,1,0.6,0.8,94.9
7766,Large Green High Quality Pencils,Offices-R-Us,130,1248,3,1.8,2.4,46.76
7767,Generic White Tablets by WizBang,WizBang,920,11776,4,2.4,3.2,667.33
7768,Duck Lake High Quality Medium Green Paperweights,Duck Lake,8,102.4,4,2.4,3.2,28.1
7769,Pink Large Generic Ink Pens,6% Solution,330,3696,3.5,2.1,2.8,200.46
7770,White Generic Paperclips,6% Solution,190,912,1.5,0.9,1.2,65.67
7771,Large Red Generic Pencils,6% Solution,800,7680,3,1.8,2.4,132.84
7772,Small Generic White Tablets,6% Solution,610,5856,3,1.8,2.4,455.96
7773,Small High Quality Pink Thumbtacks by WizBang,WizBang,740,3552,1.5,0.9,1.2,219.44
7774,Red Generic Large Stapler,6% Solution,3,48,5,3,4,30.09
7775,Large Black Generic Paperweights,Offices-R-Us,3,43.2,4.5,2.7,3.6,12.64
7776,Small High Quality White Pencils by Deep Office Supplies,Deep Office Supplies,390,2496,2,1.2,1.6,141.72
7777,Tiny High Quality Pencils by WizBang,WizBang,600,2880,1.5,0.9,1.2,65.04
7778,High Quality Black Medium Stapler by Deep Office Supplies,Deep Office Supplies,5,72,4.5,2.7,3.6,48.94
7779,Duck Lake Generic Medium Stapler,Duck Lake,6,86.4,4.5,2.7,3.6,54.99
7780,Generic White Tablets by WizBang,WizBang,330,4224,4,2.4,3.2,316.65
7781,Pink High Quality Tiny Paperclips,Offices-R-Us,990,1584,0.5,0.3,0.4,223.34
7782,Tiny Generic Blue Paperweights,Offices-R-Us,6,57.6,3,1.8,2.4,20.85
7783,High Quality Medium White Ink Pens,Offices-R-Us,860,8256,3,1.8,2.4,375.4
7784,High Quality Red Medium Thumbtacks by Deep Office Supplies,Deep Office Supplies,970,6208,2,1.2,1.6,113.25
7785,Generic Medium Ink Pens by Deep Office Supplies,Deep Office Supplies,840,8064,3,1.8,2.4,341.89
7786,Large Black Pencils by Deep Office Supplies,Deep Office Supplies,970,9312,3,1.8,2.4,272.87
7787,Pink Small Stapler,Offices-R-Us,6,76.8,4,2.4,3.2,57.46
7788,Medium Red Generic Post It Notes by WizBang,WizBang,8,25.6,1,0.6,0.8,1.33
7789,Duck Lake High Quality Tiny Green Thumbtacks,Duck Lake,310,992,1,0.6,0.8,36.2
7790,White High Quality Paperweights by Deep Office Supplies,Deep Office Supplies,4,44.8,3.5,2.1,2.8,16.31
7791,Large White High Quality Paperclips by WizBang,WizBang,910,5824,2,1.2,1.6,268.86
7792,Green High Quality Large Thumbtacks,6% Solution,910,7280,2.5,1.5,2,166.41
7793,Blue Medium High Quality Thumbtacks by WizBang,WizBang,330,2112,2,1.2,1.6,79.56
7794,Tiny Brown Generic Ink Pens by WizBang,WizBang,200,1280,2,1.2,1.6,79.55
7795,Tiny Generic Black Pencils,6% Solution,510,2448,1.5,0.9,1.2,115.39
7796,Large High Quality Green Paperweights,6% Solution,6,86.4,4.5,2.7,3.6,22.33
7797,White Tiny Generic Pencils,6% Solution,370,1776,1.5,0.9,1.2,105.97
7798,Medium Generic Red Pencils,6% Solution,330,2640,2.5,1.5,2,55.57
7799,Green Generic Ink Pens,6% Solution,630,7056,3.5,2.1,2.8,211.82
7800,Tiny High Quality Post It Notes,Offices-R-Us,66,105.6,0.5,0.3,0.4,8.05
7801,High Quality Green Tiny Tablets,6% Solution,850,6800,2.5,1.5,2,465.92
7802,Duck Lake Tiny Generic Green Pencils,Duck Lake,200,960,1.5,0.9,1.2,28.29
7803,Blue High Quality Tiny Tablets by WizBang,WizBang,810,6480,2.5,1.5,2,477.33
7804,Small High Quality Pink Thumbtacks,6% Solution,750,3600,1.5,0.9,1.2,221.53
7805,Black Generic Large Post It Notes by WizBang,WizBang,24,115.2,1.5,0.9,1.2,11.62
7806,Brown High Quality Medium Tablets,6% Solution,330,3696,3.5,2.1,2.8,288.92
7807,High Quality Medium Thumbtacks by Deep Office Supplies,Deep Office Supplies,200,1280,2,1.2,1.6,82.18
7808,High Quality Brown Small Paperweights,6% Solution,8,89.6,3.5,2.1,2.8,28.73
7809,Small High Quality Pink Stapler by Deep Office Supplies,Deep Office Supplies,1,12.8,4,2.4,3.2,11.77
7810,Tiny Black High Quality Tablets by Deep Office Supplies,Deep Office Supplies,590,4720,2.5,1.5,2,423.76
7811,Red Large High Quality Post It Notes by Deep Office Supplies,Deep Office Supplies,77,369.6,1.5,0.9,1.2,17.86
7812,Generic Medium Ink Pens,6% Solution,910,8736,3,1.8,2.4,274.31
7813,Generic Large Blue Stapler,Offices-R-Us,7,112,5,3,4,64.65
7814,Small Black High Quality Tablets by Deep Office Supplies,Deep Office Supplies,760,7296,3,1.8,2.4,533.26
7815,High Quality Small Green Ink Pens by WizBang,WizBang,930,7440,2.5,1.5,2,249
7816,High Quality Small Red Tablets,6% Solution,250,2400,3,1.8,2.4,188.56
7817,Medium Black High Quality Paperclips,6% Solution,950,4560,1.5,0.9,1.2,217.16
7818,Duck Lake White Generic Small Paperclips,Duck Lake,710,2272,1,0.6,0.8,152.95
7819,Generic White Stapler by Deep Office Supplies,Deep Office Supplies,7,78.4,3.5,2.1,2.8,64.65
7820,Generic Small Black Paperweights,6% Solution,5,56,3.5,2.1,2.8,19.02
7821,Generic Brown Large Paperweights by Deep Office Supplies,Deep Office Supplies,7,100.8,4.5,2.7,3.6,26.13
7822,Duck Lake High Quality Red Large Paperclips,Duck Lake,510,3264,2,1.2,1.6,82.04
7823,Duck Lake White Small Generic Paperclips,Duck Lake,920,2944,1,0.6,0.8,183.24
7824,Red Large Paperclips,6% Solution,820,5248,2,1.2,1.6,115.27
7825,Black Small High Quality Tablets,Offices-R-Us,560,5376,3,1.8,2.4,428.57
7826,Blue Tiny High Quality Thumbtacks,Offices-R-Us,650,2080,1,0.6,0.8,85.62
7827,Medium Red High Quality Stapler,6% Solution,1,14.4,4.5,2.7,3.6,11.27
7828,Brown Generic Tiny Post It Notes,6% Solution,97,155.2,0.5,0.3,0.4,16.31
7829,Duck Lake Generic Pink Ink Pens,Duck Lake,590,5664,3,1.8,2.4,287.46
7830,White Large Generic Post It Notes,6% Solution,5,24,1.5,0.9,1.2,3.4
7831,Medium High Quality Brown Stapler,Offices-R-Us,4,57.6,4.5,2.7,3.6,39.85
7832,Duck Lake Generic White Large Paperweights,Duck Lake,9,129.6,4.5,2.7,3.6,33.95
7833,High Quality Small Ink Pens by WizBang,WizBang,430,3440,2.5,1.5,2,160.11
7834,Small Pink High Quality Stapler,Offices-R-Us,5,64,4,2.4,3.2,49.36
7835,Large Red Generic Paperweights,Offices-R-Us,6,86.4,4.5,2.7,3.6,21.35
7836,Generic White Large Post It Notes,Offices-R-Us,1,4.8,1.5,0.9,1.2,0.81
7837,Generic Small Green Ink Pens by WizBang,WizBang,230,1840,2.5,1.5,2,78.27
7838,Duck Lake Large High Quality Paperclips,Duck Lake,130,832,2,1.2,1.6,68.54
7839,Duck Lake Blue Small Generic Paperweights,Duck Lake,2,22.4,3.5,2.1,2.8,8.07
7840,Duck Lake Red High Quality Tiny Stapler,Duck Lake,7,78.4,3.5,2.1,2.8,62.39
7841,Large Generic Green Tablets,Offices-R-Us,460,5888,4,2.4,3.2,335.31
7842,Small Red Paperweights by Deep Office Supplies,Deep Office Supplies,3,33.6,3.5,2.1,2.8,11.04
7843,Duck Lake Small Brown Generic Pencils,Duck Lake,110,704,2,1.2,1.6,35.03
7844,Tiny Green High Quality Stapler by WizBang,WizBang,10,112,3.5,2.1,2.8,85.95
7845,Small Generic Blue Stapler by Deep Office Supplies,Deep Office Supplies,4,51.2,4,2.4,3.2,38.82
7846,Blue Large Paperclips,Offices-R-Us,950,6080,2,1.2,1.6,187.3
7847,Duck Lake Generic Black Stapler,Duck Lake,8,128,5,3,4,73.92
7848,Medium Generic Green Tablets,6% Solution,690,7728,3.5,2.1,2.8,426.35
7849,Black Generic Medium Pencils by Deep Office Supplies,Deep Office Supplies,970,7760,2.5,1.5,2,242.58
7850,Brown Small Generic Thumbtacks by Deep Office Supplies,Deep Office Supplies,640,3072,1.5,0.9,1.2,107.32
7851,Medium High Quality Pencils by Deep Office Supplies,Deep Office Supplies,170,1360,2.5,1.5,2,82.76
7852,Tiny Generic Pink Stapler by Deep Office Supplies,Deep Office Supplies,4,44.8,3.5,2.1,2.8,39.85
7853,Brown Large High Quality Paperweights,Offices-R-Us,8,115.2,4.5,2.7,3.6,30
7854,Generic Medium Green Tablets by WizBang,WizBang,580,6496,3.5,2.1,2.8,376.35
7855,White Medium Pencils,Offices-R-Us,700,5600,2.5,1.5,2,217.49
7856,Generic Small Blue Paperclips,Offices-R-Us,260,832,1,0.6,0.8,37.76
7857,Blue High Quality Tablets by Deep Office Supplies,Deep Office Supplies,960,12288,4,2.4,3.2,626.85
7858,Generic Small White Paperweights,Offices-R-Us,10,112,3.5,2.1,2.8,35.67
7859,Large White Generic Ink Pens,6% Solution,460,5152,3.5,2.1,2.8,239.54
7860,Duck Lake White High Quality Large Paperweights,Duck Lake,2,28.8,4.5,2.7,3.6,9.18
7861,Pink Small High Quality Ink Pens by WizBang,WizBang,490,3920,2.5,1.5,2,250.99
7862,Small Pink High Quality Ink Pens,Offices-R-Us,350,2800,2.5,1.5,2,195.13
7863,White High Quality Tiny Stapler,6% Solution,6,67.2,3.5,2.1,2.8,56.96
7864,Green High Quality Large Paperclips,6% Solution,190,1216,2,1.2,1.6,47.61
7865,Small Black Generic Post It Notes by WizBang,WizBang,10,16,0.5,0.3,0.4,3.93
7866,Blue High Quality Medium Pencils,Offices-R-Us,590,4720,2.5,1.5,2,149.68
7867,Duck Lake Black High Quality Tiny Tablets,Duck Lake,160,1280,2.5,1.5,2,156.34
7868,Duck Lake Tiny High Quality Green Tablets,Duck Lake,820,6560,2.5,1.5,2,454.44
7869,Generic Small Blue Paperweights,6% Solution,1,11.2,3.5,2.1,2.8,4.33
7870,Duck Lake Medium High Quality Pencils,Duck Lake,180,1440,2.5,1.5,2,43.34
7871,Blue Medium High Quality Tablets,6% Solution,500,5600,3.5,2.1,2.8,375.54
7872,Generic White Post It Notes by WizBang,WizBang,50,80,0.5,0.3,0.4,15.52
7873,Red Medium High Quality Paperclips,6% Solution,710,3408,1.5,0.9,1.2,79.79
7874,Brown Tiny Pencils by Deep Office Supplies,Deep Office Supplies,290,1392,1.5,0.9,1.2,62.89
7875,Small High Quality Tablets,Offices-R-Us,790,7584,3,1.8,2.4,469.06
7876,Black Generic Pencils by Deep Office Supplies,Deep Office Supplies,940,7520,2.5,1.5,2,237.44
7877,Duck Lake Tiny Pink Generic Tablets,Duck Lake,230,1840,2.5,1.5,2,218.68
7878,Medium High Quality Paperclips,6% Solution,220,1056,1.5,0.9,1.2,33.16
7879,Blue High Quality Paperweights by Deep Office Supplies,Deep Office Supplies,1,14.4,4.5,2.7,3.6,4.63
7880,Tiny High Quality Stapler by Deep Office Supplies,Deep Office Supplies,8,89.6,3.5,2.1,2.8,71.39
7881,Medium High Quality White Tablets by WizBang,WizBang,100,1120,3.5,2.1,2.8,123.23
7882,Blue High Quality Medium Paperweights,Offices-R-Us,10,128,4,2.4,3.2,34.9
7883,Small Generic Stapler,Offices-R-Us,8,102.4,4,2.4,3.2,72.66
7884,Large White Paperweights by WizBang,WizBang,3,43.2,4.5,2.7,3.6,13.18
7885,Medium Generic Black Paperweights by Deep Office Supplies,Deep Office Supplies,2,25.6,4,2.4,3.2,8.63
7886,Generic Red Medium Post It Notes by Deep Office Supplies,Deep Office Supplies,81,259.2,1,0.6,0.8,9.54
7887,Large Brown High Quality Post It Notes,6% Solution,14,67.2,1.5,0.9,1.2,7.32
7888,Generic Medium Paperclips by WizBang,WizBang,730,3504,1.5,0.9,1.2,106.24
7889,Large Blue Generic Paperclips,Offices-R-Us,660,4224,2,1.2,1.6,122.05
7890,Brown Small High Quality Stapler,Offices-R-Us,9,115.2,4,2.4,3.2,80.52
7891,Large Blue High Quality Paperclips by Deep Office Supplies,Deep Office Supplies,620,3968,2,1.2,1.6,138.83
7892,Duck Lake High Quality Brown Tiny Thumbtacks,Duck Lake,290,928,1,0.6,0.8,59.51
7893,Small High Quality Pink Tablets by WizBang,WizBang,950,9120,3,1.8,2.4,682.12
7894,High Quality Large Brown Paperweights,Offices-R-Us,3,43.2,4.5,2.7,3.6,12.64
7895,Medium Generic Pink Tablets,6% Solution,740,8288,3.5,2.1,2.8,573.56
7896,High Quality Tiny Brown Post It Notes,6% Solution,44,70.4,0.5,0.3,0.4,11.21
7897,Large High Quality Pencils by WizBang,WizBang,630,6048,3,1.8,2.4,246.5
7898,Generic White Large Paperweights by WizBang,WizBang,5,72,4.5,2.7,3.6,20.28
7899,Red High Quality Medium Tablets by WizBang,WizBang,140,1568,3.5,2.1,2.8,126.35
7900,Tiny White Stapler,Offices-R-Us,3,33.6,3.5,2.1,2.8,30.62
7901,Large Red Generic Paperweights by WizBang,WizBang,6,86.4,4.5,2.7,3.6,21.35
7902,Large High Quality Black Pencils,6% Solution,420,4032,3,1.8,2.4,166.45
7903,Blue Medium Generic Pencils,6% Solution,470,3760,2.5,1.5,2,108.65
7904,Large High Quality Post It Notes,Offices-R-Us,56,268.8,1.5,0.9,1.2,23.76
7905,High Quality Large Ink Pens by WizBang,WizBang,380,4256,3.5,2.1,2.8,238.5
7906,Small High Quality Green Pencils by WizBang,WizBang,280,1792,2,1.2,1.6,61.22
7907,Green Generic Large Paperweights,6% Solution,1,14.4,4.5,2.7,3.6,4.43
7908,Green High Quality Medium Paperweights by Deep Office Supplies,Deep Office Supplies,6,76.8,4,2.4,3.2,21.84
7909,Small Generic Pencils by Deep Office Supplies,Deep Office Supplies,500,3200,2,1.2,1.6,170.5
7910,High Quality Small Brown Pencils,Offices-R-Us,310,1984,2,1.2,1.6,92.63
7911,Duck Lake Tiny Generic Pink Paperclips,Duck Lake,270,432,0.5,0.3,0.4,74.54
7912,White Medium Generic Pencils,6% Solution,500,4000,2.5,1.5,2,170.5
7913,Brown Large Thumbtacks,Offices-R-Us,950,7600,2.5,1.5,2,201.25
7914,Green Large Generic Ink Pens,Offices-R-Us,370,4144,3.5,2.1,2.8,143.03
7915,Small Black Stapler,6% Solution,4,51.2,4,2.4,3.2,39.85
7916,Blue Generic Tiny Pencils,6% Solution,490,2352,1.5,0.9,1.2,74.75
7917,Generic Large Blue Ink Pens by Deep Office Supplies,Deep Office Supplies,310,3472,3.5,2.1,2.8,138.24
7918,High Quality Tiny Blue Paperweights by WizBang,WizBang,8,76.8,3,1.8,2.4,27.46
7919,Small Generic Paperclips by WizBang,WizBang,880,2816,1,0.6,0.8,149.39
7920,Generic Tiny Blue Post It Notes,Offices-R-Us,76,121.6,0.5,0.3,0.4,9.05
